NewsID,informativeness_score
N25534,0.9346
N41260,0.9447
N18015,0.9341
N54035,0.9732
N64049,0.9443
N51887,0.9286
N9219,0.9002
N54619,0.8911
N23993,0.8627
N10518,0.9879
N37291,0.9485
N31020,0.9588
N1966,0.9459
N56019,0.9257
N6354,0.9384
N35893,0.9784
N42957,0.929
N28284,0.8743
N9144,0.8465
N10670,0.9475
N57386,0.9659
N51555,0.9637
N24468,0.9517
N31269,0.9155
N7279,0.9263
N37890,0.8941
N20805,0.8987
N34296,0.9459
N52167,0.9407
N35329,0.9217
N36223,0.9085
N16086,0.8549
N1895,0.953
N60239,0.9452
N49791,0.9191
N13508,0.875
N4848,0.9887
N6938,0.8949
N40716,0.8871
N12435,0.955
N6736,0.7984
N27308,0.9294
N48891,0.9428
N55922,0.9474
N55289,0.9092
N64660,0.9732
N28811,0.3475
N11346,0.9453
N18378,0.9019
N55852,0.9584
N29609,0.9401
N40215,0.8874
N55925,0.937
N6370,0.8653
N21853,0.9133
N560,0.5244
N45334,0.9797
N12785,0.9306
N19994,0.7752
N27698,0.955
N29131,0.8839
N6261,0.9872
N26606,0.9077
N32773,0.9001
N11040,0.8768
N33504,0.9682
N46575,0.9015
N53214,0.98
N5189,0.9572
N23094,0.9633
N27896,0.9626
N15611,0.903
N37333,0.7766
N64115,0.9565
N46127,0.8887
N12540,0.9032
N36563,0.9226
N8083,0.8422
N14644,0.9334
N9984,0.9693
N58991,0.8516
N35807,0.8921
N59177,0.8981
N49951,0.8984
N29434,0.9358
N30621,0.9123
N26502,0.8574
N48801,0.8879
N14624,0.9119
N32256,0.9842
N7201,0.8212
N17386,0.9081
N18905,0.8093
N13110,0.9022
N26258,0.9823
N38390,0.9483
N28614,0.9345
N36417,0.9477
N7359,0.8874
N30111,0.9445
N22924,0.962
N30003,0.8438
N7210,0.8874
N30190,0.9462
N62394,0.9329
N46768,0.9537
N32183,0.8922
N60331,0.9035
N41160,0.931
N11832,0.9364
N24735,0.9055
N22480,0.8712
N17091,0.8599
N4439,0.5495
N53330,0.7988
N5710,0.8909
N17377,0.9354
N18697,0.8791
N9025,0.9286
N63496,0.9065
N64893,0.9168
N13420,0.8804
N42288,0.8747
N6345,0.9308
N63001,0.9279
N841,0.9433
N23534,0.8901
N14626,0.8857
N7208,0.8898
N23343,0.9058
N15779,0.7708
N42575,0.9525
N63083,0.9598
N1213,0.9174
N61171,0.9615
N11910,0.9126
N25351,0.9578
N61928,0.9635
N2271,0.9028
N48165,0.8478
N427,0.9636
N33253,0.9222
N10109,0.9318
N49640,0.9352
N14838,0.8755
N50316,0.957
N38067,0.8698
N14455,0.9891
N3177,0.9531
N62924,0.8532
N3473,0.9768
N19769,0.9563
N14853,0.906
N30892,0.9697
N2238,0.9387
N39918,0.8233
N43666,0.6872
N19123,0.8802
N24098,0.9428
N54037,0.891
N44622,0.9791
N51236,0.9846
N63448,0.8788
N30106,0.8453
N11172,0.9082
N47641,0.9256
N23029,0.9593
N53861,0.9879
N51209,0.9287
N39158,0.8657
N61588,0.9428
N8200,0.8107
N51124,0.9522
N64655,0.9536
N28469,0.9493
N29985,0.9722
N35818,0.958
N12582,0.8089
N31697,0.9411
N39822,0.887
N22484,0.9219
N45941,0.9494
N30444,0.9371
N17865,0.9318
N23817,0.8051
N25010,0.8308
N15928,0.8934
N42714,0.9043
N58085,0.879
N50193,0.9179
N30450,0.8202
N42,0.9477
N56991,0.9385
N2790,0.9159
N37633,0.9567
N24494,0.939
N42439,0.9215
N49778,0.9157
N62613,0.9939
N64531,0.9048
N57728,0.8539
N14996,0.913
N16603,0.8961
N58742,0.9246
N28242,0.9888
N54359,0.8854
N28616,0.8693
N52105,0.9491
N17716,0.9082
N63728,0.9466
N32524,0.8551
N51842,0.9401
N5140,0.9061
N8350,0.9319
N24370,0.8815
N37743,0.9521
N45999,0.917
N64485,0.8849
N6426,0.8955
N55900,0.8515
N10192,0.8869
N30432,0.9344
N1279,0.8935
N27675,0.9216
N31074,0.8915
N37815,0.7722
N21832,0.8868
N46346,0.9062
N28825,0.9056
N6662,0.9808
N15196,0.9192
N43258,0.8928
N15766,0.9316
N6939,0.9602
N58221,0.7953
N40491,0.9602
N50221,0.9788
N48517,0.7006
N27701,0.9304
N51172,0.9024
N22599,0.9281
N34914,0.8712
N6627,0.9084
N34624,0.9642
N16655,0.9167
N60590,0.8224
N43421,0.876
N40272,0.874
N18605,0.9595
N17358,0.9132
N34359,0.9197
N38629,0.975
N7841,0.9414
N5810,0.9132
N53550,0.9497
N59053,0.9066
N54480,0.985
N20597,0.95
N52854,0.7048
N17451,0.8474
N174,0.9502
N5054,0.8285
N4482,0.8373
N42367,0.858
N18786,0.933
N17314,0.9224
N60044,0.9718
N51683,0.9065
N20212,0.8651
N7329,0.9143
N15660,0.955
N52031,0.9078
N1696,0.9894
N1985,0.9251
N41981,0.8571
N24211,0.9428
N13791,0.973
N37937,0.8754
N65190,0.8695
N34957,0.8125
N29165,0.9232
N18616,0.8593
N52748,0.9172
N37690,0.9272
N37569,0.9527
N10736,0.98
N27987,0.8672
N244,0.8052
N62874,0.8735
N15394,0.9681
N24536,0.9314
N6759,0.949
N59487,0.9649
N41490,0.7381
N24164,0.8793
N59438,0.8758
N42432,0.8898
N13223,0.9538
N15320,0.8638
N3876,0.8833
N32389,0.6057
N7070,0.934
N21947,0.9143
N43220,0.9209
N28809,0.9232
N47080,0.894
N2240,0.8756
N4932,0.9351
N55799,0.7709
N21485,0.9462
N38488,0.8278
N6234,0.8959
N23031,0.9731
N13064,0.9467
N11406,0.9846
N51061,0.9495
N7857,0.9407
N40082,0.9231
N40934,0.9112
N23097,0.9213
N42933,0.7728
N47619,0.9205
N15811,0.9
N47743,0.8897
N16052,0.8791
N28945,0.9727
N55267,0.9707
N22495,0.7976
N55200,0.9635
N37064,0.9795
N22656,0.8881
N62850,0.9912
N40040,0.8998
N23382,0.8729
N2224,0.8049
N23723,0.965
N60135,0.8844
N34529,0.8914
N32540,0.7403
N55627,0.958
N49121,0.9205
N32638,0.8999
N63614,0.8696
N6270,0.9578
N31474,0.9513
N50298,0.909
N19138,0.916
N43078,0.6412
N64093,0.9025
N2076,0.9515
N60577,0.9679
N56037,0.9486
N10404,0.9058
N43130,0.9809
N13537,0.9659
N44839,0.9417
N25805,0.8292
N27375,0.9085
N267,0.9827
N29027,0.9916
N39708,0.9346
N14811,0.9557
N46390,0.9055
N53615,0.9833
N12947,0.9951
N5281,0.95
N62836,0.9426
N49417,0.9011
N7273,0.9479
N56192,0.9526
N40925,0.9728
N4072,0.863
N53797,0.9198
N29532,0.8679
N8810,0.9225
N60077,0.8572
N44317,0.9845
N61434,0.8481
N60001,0.9771
N36165,0.8707
N64711,0.927
N3794,0.929
N59292,0.9465
N52559,0.9136
N21452,0.9113
N12167,0.7966
N37979,0.9002
N18491,0.8967
N36072,0.8911
N17782,0.8965
N63555,0.8801
N27820,0.8551
N2566,0.8539
N44132,0.924
N13779,0.8679
N33124,0.8583
N12491,0.8065
N41198,0.835
N22633,0.87
N18165,0.9295
N63510,0.7005
N58892,0.8034
N40005,0.8656
N18900,0.9522
N53691,0.8545
N37841,0.9725
N21395,0.9438
N2375,0.975
N55648,0.9129
N28718,0.878
N4753,0.9203
N22247,0.853
N51087,0.9
N55615,0.9168
N28848,0.8037
N2691,0.9721
N51885,0.9528
N49379,0.9924
N27593,0.9465
N6864,0.9409
N27261,0.8278
N16475,0.9531
N53925,0.9635
N33308,0.9242
N39789,0.9669
N36260,0.9544
N45887,0.9456
N18674,0.9277
N23377,0.9551
N25103,0.9012
N22974,0.8777
N7194,0.9373
N45380,0.9812
N27713,0.8692
N39985,0.9348
N62442,0.8572
N34367,0.8836
N61120,0.9419
N22277,0.9542
N64035,0.8862
N37070,0.909
N39752,0.9203
N11072,0.9364
N1383,0.627
N16074,0.988
N52091,0.8337
N32385,0.9107
N54793,0.8832
N57746,0.926
N61290,0.9436
N56322,0.9438
N13447,0.8593
N32377,0.8692
N45968,0.8735
N40644,0.9255
N20471,0.9877
N18082,0.9161
N14058,0.9732
N61770,0.9322
N64864,0.8287
N58930,0.9452
N20558,0.7994
N12844,0.9778
N55495,0.9701
N12722,0.9116
N23902,0.9076
N36295,0.8836
N38658,0.9291
N27969,0.9842
N63467,0.9856
N3533,0.8308
N27426,0.9675
N33213,0.8821
N10284,0.9223
N10208,0.8768
N25629,0.8895
N3680,0.9419
N62706,0.893
N7406,0.924
N64570,0.9489
N5274,0.9112
N41613,0.9496
N55787,0.8943
N22469,0.7931
N14470,0.9599
N14632,0.9375
N18738,0.8977
N44283,0.7776
N49034,0.9795
N53576,0.9294
N48743,0.9769
N42145,0.5846
N27328,0.8658
N49869,0.9702
N63972,0.8094
N18700,0.9348
N6474,0.9293
N64838,0.9332
N32209,0.9265
N57010,0.8632
N33227,0.9017
N62020,0.9218
N60082,0.9043
N15587,0.9608
N21259,0.9805
N21133,0.9401
N31801,0.9285
N63489,0.8993
N33369,0.9254
N53450,0.8466
N26951,0.8629
N32075,0.8935
N59569,0.8972
N65003,0.934
N51148,0.9464
N51658,0.9048
N33276,0.9
N32696,0.9941
N62707,0.8281
N20695,0.8864
N27004,0.9381
N34606,0.823
N36915,0.907
N10067,0.9327
N62485,0.9468
N23737,0.9385
N10938,0.7115
N50035,0.9577
N23349,0.9268
N3800,0.853
N2328,0.9461
N2916,0.9643
N9891,0.8574
N10981,0.9135
N14661,0.8947
N24330,0.8656
N22232,0.9509
N20291,0.8636
N32488,0.9006
N18163,0.8607
N34887,0.9516
N60814,0.8565
N6984,0.8602
N39944,0.9921
N64907,0.947
N29795,0.8875
N61886,0.9669
N50811,0.9041
N58717,0.8988
N36700,0.9123
N38217,0.9393
N8272,0.8179
N8804,0.8036
N35021,0.917
N7502,0.971
N45410,0.8178
N18189,0.9033
N5227,0.9142
N61426,0.9713
N13151,0.962
N29421,0.9322
N53241,0.8077
N13945,0.9774
N37882,0.9624
N57726,0.6972
N4,0.8418
N39604,0.9512
N10359,0.964
N33921,0.9865
N15412,0.8722
N39849,0.8761
N20172,0.9371
N49206,0.8869
N34065,0.8895
N64835,0.9502
N64876,0.8491
N20521,0.9256
N10003,0.9677
N58652,0.9225
N24294,0.941
N58200,0.8875
N5634,0.9522
N23597,0.8923
N42985,0.9133
N53995,0.9788
N44,0.9818
N24221,0.9345
N56048,0.8978
N56330,0.8873
N20909,0.9479
N17317,0.7029
N19407,0.832
N35965,0.9393
N7044,0.8664
N16701,0.93
N31557,0.9291
N42127,0.9248
N64344,0.9006
N49150,0.8015
N50553,0.9009
N29856,0.8787
N47904,0.9342
N49553,0.955
N43595,0.906
N64626,0.8954
N4490,0.8968
N45122,0.9179
N61297,0.8682
N34507,0.9473
N55793,0.9523
N1514,0.9305
N6197,0.9643
N30142,0.8222
N64420,0.9756
N57888,0.8956
N61625,0.9756
N45461,0.9813
N7198,0.9511
N41595,0.9565
N52339,0.9728
N22048,0.9652
N44911,0.9367
N15818,0.8376
N7582,0.8853
N12500,0.9381
N64367,0.9547
N44763,0.8308
N63878,0.9381
N24625,0.9397
N62834,0.9176
N56249,0.7913
N6055,0.9378
N49099,0.9207
N47482,0.9459
N42842,0.9274
N8463,0.8896
N16437,0.8868
N58599,0.9299
N49997,0.9622
N4533,0.9482
N14059,0.9554
N10428,0.8849
N872,0.951
N48458,0.9195
N37218,0.9633
N31351,0.8413
N18432,0.954
N64126,0.7893
N54599,0.9072
N55511,0.8691
N49083,0.9006
N61808,0.9145
N44100,0.807
N57371,0.9755
N14599,0.9594
N24391,0.8934
N15871,0.8981
N49424,0.9327
N9834,0.8985
N3983,0.8605
N63033,0.8795
N8243,0.9712
N59546,0.9155
N58038,0.9164
N8608,0.9642
N45957,0.8502
N28076,0.8191
N53100,0.9629
N16286,0.9331
N59993,0.9329
N21924,0.9487
N4607,0.954
N26558,0.812
N53036,0.8967
N35383,0.8708
N30650,0.8834
N58533,0.9673
N64010,0.9096
N63394,0.9806
N50929,0.8851
N55741,0.9207
N7906,0.8092
N21327,0.9644
N52543,0.8647
N54860,0.8327
N30989,0.73
N9970,0.8429
N23115,0.884
N34172,0.9244
N3164,0.9309
N18638,0.8913
N49805,0.9102
N39202,0.9023
N5788,0.844
N55000,0.8463
N54142,0.943
N28936,0.9511
N18845,0.8031
N42370,0.895
N50042,0.9047
N2399,0.9372
N57937,0.7856
N38601,0.9787
N3593,0.9043
N61584,0.9275
N4737,0.8806
N16199,0.9853
N10595,0.9679
N43953,0.7473
N54263,0.8249
N43752,0.9695
N32782,0.934
N47171,0.834
N5040,0.9074
N54095,0.9503
N17725,0.8509
N52946,0.876
N36573,0.4896
N58874,0.879
N20365,0.9579
N61745,0.8547
N36015,0.8704
N11042,0.9384
N61763,0.848
N47894,0.9215
N62621,0.8038
N7015,0.7878
N612,0.9713
N11706,0.9204
N59638,0.9706
N22273,0.8054
N60102,0.9134
N56424,0.8412
N21789,0.935
N51872,0.8865
N57800,0.8999
N22990,0.9976
N19686,0.9553
N64477,0.9713
N44977,0.893
N64810,0.9546
N17243,0.9348
N51248,0.803
N3386,0.8172
N20214,0.8409
N45904,0.9487
N46597,0.9269
N38339,0.9506
N63300,0.929
N62095,0.8559
N35288,0.8994
N506,0.9708
N53789,0.8962
N22509,0.9526
N24786,0.9653
N53842,0.9762
N39421,0.9668
N24670,0.8697
N18863,0.8971
N56484,0.9451
N15609,0.7993
N53973,0.9207
N6072,0.827
N23137,0.9346
N61640,0.925
N2360,0.968
N34229,0.9491
N63248,0.8977
N2531,0.8983
N46928,0.8714
N64779,0.9502
N29986,0.9174
N11442,0.9369
N20532,0.836
N11126,0.9726
N17784,0.9512
N32984,0.8311
N9707,0.8617
N26848,0.8678
N29307,0.9362
N7856,0.9045
N59680,0.9569
N24486,0.9758
N5959,0.8443
N28260,0.9499
N8969,0.8772
N13286,0.8397
N64662,0.9125
N61414,0.765
N19409,0.9643
N13247,0.8705
N64784,0.9194
N61443,0.9845
N15437,0.856
N5018,0.8556
N48954,0.9508
N2948,0.9567
N43004,0.9038
N64008,0.9919
N40502,0.8063
N62821,0.9316
N6200,0.9177
N33289,0.9092
N57278,0.9133
N2632,0.9549
N55324,0.9465
N3099,0.8913
N37645,0.8806
N62641,0.806
N44953,0.9761
N60785,0.941
N32921,0.9281
N10128,0.8659
N59326,0.8749
N22867,0.9551
N55776,0.9812
N30473,0.7964
N18224,0.95
N63741,0.9311
N58771,0.9756
N49989,0.9533
N15504,0.9693
N6233,0.862
N15345,0.922
N18252,0.8734
N46970,0.9389
N47799,0.9486
N39772,0.9339
N47419,0.9525
N62086,0.8586
N14357,0.8763
N18369,0.9021
N47779,0.7818
N8393,0.9494
N50594,0.9267
N36422,0.9054
N37972,0.8303
N26601,0.8889
N49241,0.8985
N58517,0.9743
N37434,0.8798
N38876,0.9263
N5366,0.9659
N42344,0.7783
N6457,0.9365
N60954,0.9114
N14392,0.9284
N5128,0.9575
N63812,0.905
N40621,0.9207
N44060,0.8693
N40704,0.8379
N35254,0.9384
N28404,0.9186
N22665,0.9422
N54961,0.8904
N21210,0.9297
N28895,0.9469
N2703,0.9425
N39191,0.8866
N12,0.9273
N44595,0.9213
N29849,0.9831
N6077,0.8532
N55250,0.9188
N54650,0.9227
N63309,0.8713
N26742,0.9811
N848,0.9202
N45861,0.9308
N37462,0.9102
N36988,0.9572
N21728,0.8843
N17397,0.8872
N33083,0.8683
N32285,0.9658
N1176,0.9199
N3577,0.8869
N4356,0.9873
N15145,0.8374
N25289,0.967
N47526,0.9263
N32054,0.8305
N27428,0.8768
N52089,0.9244
N43687,0.9586
N10658,0.83
N59285,0.914
N18448,0.9711
N30589,0.979
N23784,0.9534
N46883,0.9076
N7669,0.8726
N33606,0.9537
N11913,0.9349
N1216,0.9359
N63372,0.8655
N36360,0.9564
N8697,0.8897
N44411,0.827
N50915,0.8976
N57253,0.8375
N2445,0.8438
N14031,0.8957
N39915,0.9563
N15754,0.8394
N38330,0.9436
N28367,0.8943
N21095,0.9511
N12801,0.9447
N64023,0.7997
N53388,0.9778
N41344,0.9077
N17815,0.9583
N12972,0.8826
N202,0.833
N31026,0.9311
N20565,0.9395
N7468,0.889
N55907,0.9106
N15742,0.9185
N52782,0.93
N23393,0.7291
N58162,0.9126
N2486,0.9323
N32937,0.9443
N38893,0.8968
N43937,0.9389
N56003,0.7683
N7487,0.8502
N16530,0.8832
N8923,0.9533
N61811,0.9231
N23431,0.9049
N64473,0.8659
N52468,0.8853
N44491,0.8975
N42085,0.9284
N31175,0.9667
N36864,0.824
N16486,0.7692
N49333,0.9417
N52030,0.8199
N59457,0.9646
N20973,0.9324
N42536,0.8177
N27196,0.9793
N45896,0.944
N29394,0.9815
N19872,0.9243
N41499,0.9547
N47930,0.8889
N688,0.9704
N36423,0.6985
N33392,0.8959
N37665,0.9419
N30865,0.9154
N12207,0.9549
N43884,0.7277
N14655,0.926
N29105,0.7785
N64944,0.9231
N44253,0.9499
N64448,0.8165
N28079,0.8768
N11845,0.9259
N10114,0.9181
N24001,0.8847
N40836,0.917
N18244,0.9721
N58330,0.9349
N13102,0.8361
N4761,0.9083
N45147,0.9633
N28500,0.8727
N4178,0.9549
N9148,0.7741
N26144,0.8957
N30613,0.9015
N1207,0.9784
N44995,0.766
N32462,0.9074
N44375,0.8524
N32014,0.965
N64240,0.9314
N62814,0.9046
N26238,0.9678
N42202,0.9677
N9924,0.8789
N49098,0.9142
N44393,0.8601
N32940,0.9772
N53367,0.7828
N38351,0.8908
N38391,0.9296
N44399,0.9825
N8700,0.9404
N59665,0.9328
N45677,0.9321
N8689,0.8932
N36884,0.8509
N3525,0.9781
N34250,0.9197
N16916,0.944
N16466,0.9066
N52478,0.8486
N61287,0.9271
N46872,0.9109
N49331,0.9457
N22620,0.9253
N44716,0.9515
N55708,0.9621
N2554,0.8556
N46701,0.8487
N43430,0.8729
N22996,0.9105
N45070,0.8253
N9481,0.879
N12256,0.8257
N60487,0.8141
N26002,0.9121
N55223,0.8517
N36500,0.7491
N6279,0.9607
N40421,0.9503
N34219,0.9205
N43439,0.8607
N45141,0.8537
N59026,0.8965
N48361,0.8652
N34058,0.9392
N13874,0.586
N11894,0.9675
N16938,0.9608
N42267,0.9154
N62210,0.8472
N19475,0.7965
N2023,0.8877
N16349,0.8438
N40201,0.9609
N27040,0.6156
N14419,0.8227
N716,0.7004
N55749,0.9813
N37933,0.4692
N11742,0.9414
N32683,0.9372
N64717,0.9646
N33038,0.8921
N9411,0.9079
N57096,0.963
N1303,0.9011
N9851,0.9326
N57811,0.9666
N56858,0.8786
N38993,0.8444
N11509,0.8757
N44247,0.9872
N19889,0.9782
N18493,0.9075
N33062,0.9602
N50787,0.9304
N18467,0.9437
N29100,0.9147
N580,0.8924
N12487,0.9541
N20559,0.8183
N15396,0.9686
N34613,0.9613
N24076,0.9751
N35998,0.8976
N57959,0.9957
N15529,0.9838
N44458,0.933
N5439,0.9942
N15736,0.9917
N34750,0.9462
N25303,0.9299
N14617,0.9813
N36057,0.869
N57983,0.9441
N59805,0.9079
N45472,0.9348
N27635,0.9671
N1954,0.9254
N42503,0.9338
N57872,0.9018
N64323,0.988
N10156,0.9576
N32553,0.8406
N11719,0.8725
N2854,0.8567
N30269,0.9248
N22061,0.9678
N13076,0.9361
N45162,0.9244
N18879,0.9264
N2304,0.9227
N56936,0.9035
N30119,0.9412
N19594,0.5629
N59051,0.9286
N33395,0.8921
N61498,0.8776
N34920,0.9889
N1678,0.8283
N27348,0.9518
N10060,0.8414
N6588,0.9307
N17775,0.9404
N7836,0.8558
N54695,0.9198
N46679,0.8282
N21217,0.9224
N21588,0.9236
N32959,0.8182
N58714,0.9582
N45930,0.9071
N53123,0.9408
N40465,0.9047
N24389,0.9087
N21470,0.8427
N21988,0.8746
N30378,0.9058
N43013,0.8883
N1231,0.8983
N19831,0.9171
N33417,0.8368
N27465,0.9416
N22588,0.9358
N18741,0.9215
N24971,0.9579
N754,0.9606
N9047,0.9913
N11639,0.7997
N33617,0.9388
N4502,0.8912
N10645,0.9517
N53667,0.9422
N51909,0.9303
N63906,0.9191
N34937,0.9392
N32221,0.944
N10743,0.9201
N16034,0.8184
N30255,0.9117
N13823,0.8527
N25100,0.9304
N38750,0.974
N37074,0.9357
N64519,0.9817
N9925,0.9751
N61581,0.8827
N14201,0.942
N29680,0.9583
N53098,0.9573
N33285,0.9671
N26095,0.9207
N52341,0.8596
N17067,0.9151
N48833,0.8759
N24994,0.8814
N46540,0.9452
N42315,0.9096
N8886,0.9674
N62206,0.9102
N40041,0.93
N63196,0.9106
N36028,0.8838
N62370,0.8471
N6176,0.7062
N25753,0.9549
N44395,0.8979
N59220,0.8636
N15153,0.9787
N6659,0.9703
N19716,0.9596
N54013,0.9614
N41118,0.9287
N39523,0.9105
N34979,0.8396
N61124,0.8834
N41482,0.7936
N21918,0.9551
N54293,0.962
N8275,0.8198
N19763,0.8657
N28467,0.8016
N14611,0.9421
N30002,0.9174
N48430,0.9116
N8864,0.9499
N45594,0.858
N64683,0.9512
N31049,0.9561
N10441,0.9362
N17398,0.9306
N64266,0.9246
N45116,0.9803
N31451,0.9406
N59593,0.9488
N22351,0.923
N62006,0.9552
N57364,0.8905
N50242,0.8919
N21011,0.9371
N26413,0.8612
N47668,0.9776
N14510,0.912
N47824,0.9424
N51056,0.9361
N48216,0.8504
N56349,0.6689
N13504,0.9427
N5231,0.8153
N35900,0.918
N37014,0.9674
N57607,0.9416
N34270,0.9619
N22424,0.9138
N35610,0.9272
N28907,0.888
N21337,0.9414
N60898,0.8184
N64714,0.9201
N51794,0.8527
N39952,0.8605
N46561,0.9735
N6078,0.985
N35203,0.9646
N14253,0.9489
N29669,0.9599
N63275,0.9668
N58621,0.8745
N60618,0.8732
N16359,0.9126
N27794,0.8602
N32141,0.927
N58055,0.9829
N31932,0.8762
N39157,0.9665
N61884,0.913
N47524,0.8549
N9666,0.9486
N58419,0.9251
N61441,0.9579
N58647,0.8796
N38801,0.9025
N64656,0.972
N26748,0.8985
N26056,0.9198
N48599,0.9847
N1060,0.9313
N64314,0.9231
N27855,0.8902
N13206,0.8933
N57026,0.9545
N20718,0.9064
N27374,0.7578
N16602,0.8669
N35040,0.9712
N27210,0.9586
N59159,0.992
N45214,0.9633
N63138,0.9356
N52702,0.7877
N29956,0.8346
N35922,0.9557
N9465,0.9052
N21162,0.9599
N39125,0.9083
N36645,0.9282
N42902,0.7828
N3025,0.9711
N40735,0.8238
N23978,0.9449
N2015,0.9196
N44412,0.8164
N21081,0.8238
N77,0.8855
N61311,0.852
N20990,0.9111
N48198,0.9897
N54513,0.9488
N47653,0.9724
N16251,0.9256
N35878,0.9527
N13742,0.4687
N18949,0.9498
N39363,0.9693
N20228,0.8733
N46585,0.895
N21447,0.9596
N26519,0.8253
N26603,0.9387
N20561,0.9187
N35030,0.9836
N1418,0.9125
N20625,0.8817
N4917,0.9096
N20751,0.9391
N22674,0.8973
N52412,0.8928
N54316,0.9642
N59547,0.8942
N12057,0.9426
N34715,0.822
N17861,0.8809
N49388,0.9378
N34309,0.983
N34455,0.9453
N17540,0.9741
N1182,0.8227
N36026,0.9356
N56398,0.7811
N59719,0.8569
N5289,0.9628
N58049,0.8607
N50134,0.8074
N55085,0.9137
N27226,0.9788
N30266,0.8389
N54731,0.7406
N5325,0.8384
N62879,0.8804
N3799,0.9524
N6687,0.9309
N37450,0.9237
N18527,0.8859
N8978,0.973
N70,0.7531
N27103,0.8785
N30424,0.8458
N55328,0.8507
N18458,0.9091
N23755,0.9498
N36647,0.8458
N42431,0.7497
N25344,0.9736
N52131,0.9804
N63391,0.8997
N36869,0.9646
N27359,0.8212
N53750,0.9504
N10982,0.9227
N53790,0.9318
N32665,0.876
N61168,0.8751
N55438,0.9387
N1315,0.9025
N2545,0.9702
N76,0.9479
N17445,0.9044
N23851,0.9756
N8766,0.9144
N11688,0.8273
N59300,0.9498
N61883,0.844
N35766,0.9016
N46685,0.9222
N7575,0.9528
N4192,0.9709
N32153,0.9316
N58763,0.8882
N2546,0.8826
N45874,0.9199
N42852,0.9046
N26949,0.7974
N13913,0.9416
N43544,0.8585
N1746,0.8338
N26296,0.9952
N47328,0.9341
N24538,0.8888
N33860,0.9144
N64356,0.8643
N26004,0.9319
N14177,0.8319
N13621,0.9802
N43291,0.8226
N35307,0.8906
N5421,0.8152
N4673,0.7497
N18334,0.9327
N4501,0.9448
N2347,0.9764
N61459,0.9298
N39665,0.9242
N28959,0.8705
N8033,0.9264
N52515,0.946
N20768,0.9617
N51588,0.9333
N49159,0.8947
N11787,0.8956
N29563,0.9777
N24915,0.9168
N34339,0.9447
N56552,0.8894
N12282,0.9423
N21600,0.9005
N18597,0.944
N28701,0.9264
N46145,0.9066
N8982,0.9586
N6624,0.6264
N29332,0.9132
N15627,0.8774
N18825,0.9215
N4188,0.856
N54290,0.921
N24745,0.8927
N20268,0.9458
N27293,0.901
N5374,0.9377
N63098,0.9357
N61806,0.8579
N50189,0.9284
N22072,0.9098
N26495,0.9664
N26771,0.9349
N26784,0.7879
N45331,0.9161
N31646,0.8737
N37707,0.876
N384,0.9393
N30964,0.9793
N7404,0.8926
N32836,0.9526
N51141,0.9154
N9272,0.9185
N1165,0.9913
N50093,0.9871
N39011,0.9509
N56212,0.8799
N49460,0.933
N60372,0.9279
N44258,0.895
N32898,0.9835
N14327,0.9527
N26764,0.8767
N20164,0.9125
N46174,0.8854
N33707,0.9385
N46692,0.9647
N1565,0.834
N48382,0.8892
N27151,0.952
N17408,0.8453
N61535,0.9312
N40417,0.9133
N12111,0.8674
N3945,0.9707
N3495,0.9796
N2390,0.9309
N60160,0.9847
N27687,0.9589
N64143,0.7105
N42046,0.9529
N50117,0.9862
N45810,0.8917
N4933,0.927
N41854,0.8982
N52628,0.7842
N59560,0.9722
N62778,0.8912
N50858,0.9849
N48032,0.8245
N38619,0.3408
N1683,0.9438
N10168,0.954
N63348,0.9613
N8330,0.9522
N25408,0.9405
N55027,0.9489
N11971,0.9575
N46308,0.9855
N54345,0.9343
N58542,0.9646
N19111,0.9551
N63359,0.9279
N44947,0.924
N27053,0.8158
N53228,0.939
N24986,0.8197
N6214,0.8994
N11297,0.7406
N38649,0.9408
N45037,0.9068
N32654,0.9249
N9083,0.9537
N3635,0.9273
N30752,0.8438
N64359,0.9705
N26396,0.958
N4982,0.9326
N30360,0.875
N12766,0.8577
N26919,0.9346
N50442,0.9403
N8469,0.9057
N46314,0.8072
N6256,0.8503
N38556,0.9194
N30407,0.9001
N26774,0.8894
N52385,0.9536
N25595,0.852
N56248,0.9615
N50015,0.7341
N31759,0.9756
N54752,0.9358
N15468,0.979
N2726,0.8456
N16595,0.8979
N36055,0.7096
N46818,0.9706
N48723,0.9375
N49281,0.9268
N36685,0.7628
N43814,0.934
N41300,0.781
N44614,0.9737
N21815,0.9121
N33961,0.9539
N39838,0.8888
N9004,0.9277
N12456,0.94
N6696,0.8414
N50707,0.92
N62853,0.96
N13384,0.9035
N37994,0.9402
N20361,0.9391
N57259,0.9017
N10770,0.8721
N59691,0.9393
N59803,0.8668
N48820,0.8771
N60901,0.7575
N52548,0.9422
N32250,0.9517
N611,0.8267
N37788,0.9628
N26924,0.8655
N64796,0.9135
N36496,0.8986
N22016,0.9029
N15539,0.9278
N21273,0.9684
N49822,0.8347
N1962,0.9181
N596,0.9004
N6004,0.969
N17925,0.8913
N43783,0.7035
N723,0.9074
N47758,0.9324
N4625,0.9037
N2527,0.9075
N31465,0.9494
N54058,0.8403
N5400,0.9769
N52655,0.8923
N48467,0.8734
N13513,0.8897
N48755,0.8664
N54051,0.9052
N46908,0.904
N11790,0.8412
N60510,0.884
N40188,0.9636
N40891,0.9102
N34050,0.9722
N50253,0.9379
